"HGNC.ID"	"Approved.symbol"	"Approved.name"	"Previous.symbols"	"Alias.symbols"	"NCBI.Gene.ID"	"Ensembl.gene.ID"
"HGNC:12626"	"USP3"	"ubiquitin specific peptidase 3"	""	""	9960	"ENSG00000140455"
"HGNC:44140"	"USP3-AS1"	"USP3 antisense RNA 1"	""	""	100130855	"ENSG00000259248"
"HGNC:12627"	"USP4"	"ubiquitin specific peptidase 4"	"UNP"	"Unph"	7375	"ENSG00000114316"
"HGNC:12629"	"USP6"	"ubiquitin specific peptidase 6"	"HRP1, TRESMCR"	"Tre-2, TRE17, Tre2"	9098	"ENSG00000129204"
"HGNC:16858"	"USP6NL"	"USP6 N-terminal like"	"USP6NL-IT1"	"RNTRE, KIAA0019, TRE2NL, RN-tre"	9712	"ENSG00000148429"
"HGNC:55251"	"USP6NL-AS1"	"USP6NL antisense RNA 1"	""	""	107984208	"ENSG00000271360"
"HGNC:12630"	"USP7"	"ubiquitin specific peptidase 7"	"HAUSP"	""	7874	"ENSG00000187555"
"HGNC:12631"	"USP8"	"ubiquitin specific peptidase 8"	""	"HumORF8, KIAA0055, UBPY, SPG59"	9101	"ENSG00000138592"
"HGNC:13987"	"USP8P1"	"USP8 pseudogene 1"	"USP8P"	"KIAA0055-hom, D84394.7"	100287272	"ENSG00000214892"
"HGNC:54601"	"USP8P2"	"USP8 pseudogene 2"	""	""	100420351	"ENSG00000226340"
"HGNC:12632"	"USP9X"	"ubiquitin specific peptidase 9 X-linked"	""	"DFFRX, FAF, MRX99"	8239	"ENSG00000124486"
"HGNC:12633"	"USP9Y"	"ubiquitin specific peptidase 9 Y-linked"	""	"DFFRY, AZFA"	8287	"ENSG00000114374"
"HGNC:31741"	"USP9YP1"	"USP9Y pseudogene 1"	""	""	387362	"ENSG00000250951"
"HGNC:31742"	"USP9YP2"	"USP9Y pseudogene 2"	""	""	387363	"ENSG00000249501"
"HGNC:37739"	"USP9YP3"	"USP9Y pseudogene 3"	""	""	387364	"ENSG00000237023"
"HGNC:37740"	"USP9YP4"	"USP9Y pseudogene 4"	""	""	387359	"ENSG00000238154"
"HGNC:38418"	"USP9YP5"	"USP9Y pseudogene 5"	""	""	100421217	"ENSG00000249634"
"HGNC:38078"	"USP9YP6"	"USP9Y pseudogene 6"	"CDY24P"	""	100462820	"ENSG00000226116"
"HGNC:38424"	"USP9YP8"	"USP9Y pseudogene 8"	""	""	100421219	"ENSG00000229416"
"HGNC:38435"	"USP9YP9"	"USP9Y pseudogene 9"	""	""	100421220	"ENSG00000232614"
"HGNC:38454"	"USP9YP10"	"USP9Y pseudogene 10"	""	""	100421222	"ENSG00000238135"
"HGNC:38460"	"USP9YP11"	"USP9Y pseudogene 11"	""	""	100421224	"ENSG00000226369"
"HGNC:38759"	"USP9YP23"	"USP9Y pseudogene 23"	""	""	100500798	"ENSG00000223555"
"HGNC:38778"	"USP9YP34"	"USP9Y pseudogene 34"	""	""	387361	"ENSG00000233378"
"HGNC:12608"	"USP10"	"ubiquitin specific peptidase 10"	""	"UBPO, KIAA0190"	9100	"ENSG00000103194"
"HGNC:12609"	"USP11"	"ubiquitin specific peptidase 11"	""	"UHX1"	8237	"ENSG00000102226"
"HGNC:20485"	"USP12"	"ubiquitin specific peptidase 12"	"USP12L1"	""	219333	"ENSG00000152484"
"HGNC:39962"	"USP12-AS2"	"USP12 antisense RNA 2 (head to head)"	""	""	100874071	"ENSG00000230641"
"HGNC:12610"	"USP12P1"	"USP12 pseudogene 1"	"UBH1, USP12"	""	9959	"ENSG00000253213"
"HGNC:54575"	"USP12P2"	"USP12 pseudogene 2"	""	""	100130682	"ENSG00000224007"
"HGNC:21410"	"USP12PX"	"USP12 pseudogene X-linked"	"USP12P2"	""	254700	"ENSG00000226081"
"HGNC:23195"	"USP12PY"	"USP12 pseudogene Y-linked"	"USP12P3"	""	359799	"ENSG00000232927"
"HGNC:12611"	"USP13"	"ubiquitin specific peptidase 13"	""	"IsoT-3"	8975	"ENSG00000058056"
"HGNC:12612"	"USP14"	"ubiquitin specific peptidase 14"	""	"TGT"	9097	"ENSG00000101557"
"HGNC:12613"	"USP15"	"ubiquitin specific peptidase 15"	""	"KIAA0529, UNPH4"	9958	"ENSG00000135655"
"HGNC:37182"	"USP17L1"	"ubiquitin specific peptidase 17 like family member 1"	"USP17L1P"	""	401447	"ENSG00000230549"
"HGNC:34434"	"USP17L2"	"ubiquitin specific peptidase 17 like family member 2"	""	"DUB3"	377630	"ENSG00000223443"
"HGNC:37175"	"USP17L3"	"ubiquitin specific peptidase 17 like family member 3"	""	"USP17B, USP17F"	645836	"ENSG00000225327"
"HGNC:37176"	"USP17L4"	"ubiquitin specific peptidase 17 like family member 4"	""	""	645402	"ENSG00000236125"
"HGNC:37177"	"USP17L5"	"ubiquitin specific peptidase 17 like family member 5"	""	""	728386	"ENSG00000227140"
"HGNC:37179"	"USP17L6P"	"ubiquitin specific peptidase 17 like family member 6, pseudogene"	""	"DUB4, vDUB4, USP17L6"	391622	"ENSG00000205946"
"HGNC:37180"	"USP17L7"	"ubiquitin specific peptidase 17 like family member 7"	""	""	392197	"ENSG00000226430"
"HGNC:37181"	"USP17L8"	"ubiquitin specific peptidase 17 like family member 8"	""	""	392188	"ENSG00000237038"
"HGNC:12615"	"USP17L9P"	"ubiquitin specific peptidase 17 like family member 9, pseudogene"	"USP17"	"RS447"	391627	"ENSG00000251694"
"HGNC:44438"	"USP17L10"	"ubiquitin specific peptidase 17 like family member 10"	""	""	100287144	"ENSG00000231396"
"HGNC:44439"	"USP17L11"	"ubiquitin specific peptidase 17 like family member 11"	""	""	100287178	"ENSG00000233136"
"HGNC:44440"	"USP17L12"	"ubiquitin specific peptidase 17 like family member 12"	""	""	100287205	"ENSG00000227551"
"HGNC:44441"	"USP17L13"	"ubiquitin specific peptidase 17 like family member 13"	""	""	100287238	"ENSG00000232399"
"HGNC:44442"	"USP17L14P"	"ubiquitin specific peptidase 17 like family member 14, pseudogene"	""	""	100287270	"ENSG00000249482"
"HGNC:44443"	"USP17L15"	"ubiquitin specific peptidase 17 like family member 15"	""	""	100288520	"ENSG00000223569"
"HGNC:44444"	"USP17L16P"	"ubiquitin specific peptidase 17 like family member 16, pseudogene"	""	""	100287302	"ENSG00000250231"
"HGNC:44445"	"USP17L17"	"ubiquitin specific peptidase 17 like family member 17"	""	""	100287327	"ENSG00000249104"
"HGNC:44446"	"USP17L18"	"ubiquitin specific peptidase 17 like family member 18"	""	""	100287364	"ENSG00000250844"
"HGNC:44447"	"USP17L19"	"ubiquitin specific peptidase 17 like family member 19"	""	""	100287404	"ENSG00000248920"
"HGNC:44448"	"USP17L20"	"ubiquitin specific peptidase 17 like family member 20"	""	""	100287441	"ENSG00000250745"
"HGNC:44449"	"USP17L21"	"ubiquitin specific peptidase 17 like family member 21"	""	""	100287478	"ENSG00000249811"
"HGNC:44450"	"USP17L22"	"ubiquitin specific peptidase 17 like family member 22"	""	""	100287513	"ENSG00000248933"
"HGNC:44453"	"USP17L24"	"ubiquitin specific peptidase 17 like family member 24"	""	""	728369	"ENSG00000232264"
"HGNC:44452"	"USP17L25"	"ubiquitin specific peptidase 17 like family member 25"	""	""	728373	"ENSG00000230430"
"HGNC:44454"	"USP17L26"	"ubiquitin specific peptidase 17 like family member 26"	""	""	728379	"ENSG00000229579"
"HGNC:44455"	"USP17L27"	"ubiquitin specific peptidase 17 like family member 27"	""	""	728393	"ENSG00000235780"
"HGNC:44456"	"USP17L28"	"ubiquitin specific peptidase 17 like family member 28"	""	""	728400	"ENSG00000231051"
"HGNC:44457"	"USP17L29"	"ubiquitin specific peptidase 17 like family member 29"	""	""	728405	"ENSG00000231637"
"HGNC:44458"	"USP17L30"	"ubiquitin specific peptidase 17 like family member 30"	""	""	728419	"ENSG00000228856"
"HGNC:12617"	"USP19"	"ubiquitin specific peptidase 19"	""	"KIAA0891, ZMYND9"	10869	"ENSG00000172046"
"HGNC:12620"	"USP21"	"ubiquitin specific peptidase 21"	"USP23"	"USP16"	27005	"ENSG00000143258"
"HGNC:54618"	"USP21P1"	"USP21 pseudogene 1"	""	""	100420435	"ENSG00000224826"
"HGNC:54650"	"USP21P2"	"USP21 pseudogene 2"	""	""	100420428	"ENSG00000271356"
"HGNC:12621"	"USP22"	"ubiquitin specific peptidase 22"	"USP3L"	"KIAA1063"	23326	"ENSG00000124422"
"HGNC:12623"	"USP24"	"ubiquitin specific peptidase 24"	""	"KIAA1057"	23358	"ENSG00000162402"
"HGNC:12624"	"USP25"	"ubiquitin specific peptidase 25"	""	"USP21"	29761	"ENSG00000155313"
"HGNC:13485"	"USP26"	"ubiquitin specific peptidase 26"	""	""	83844	"ENSG00000134588"
"HGNC:13486"	"USP27X"	"ubiquitin specific peptidase 27 X-linked"	""	"USP27"	389856	"ENSG00000273820"
"HGNC:27249"	"USP27X-DT"	"USP27X divergent transcript"	"USP27X-AS1"	""	158572	"ENSG00000234390"
"HGNC:12625"	"USP28"	"ubiquitin specific peptidase 28"	""	"KIAA1515"	57646	"ENSG00000048028"
"HGNC:18563"	"USP29"	"ubiquitin specific peptidase 29"	""	""	57663	"ENSG00000131864"
"HGNC:20065"	"USP30"	"ubiquitin specific peptidase 30"	""	"MGC10702, FLJ40511"	84749	"ENSG00000135093"
"HGNC:40909"	"USP30-AS1"	"USP30 antisense RNA 1"	""	""	100131733	"ENSG00000256262"
"HGNC:20060"	"USP31"	"ubiquitin specific peptidase 31"	""	"KIAA1203"	57478	"ENSG00000103404"
"HGNC:19143"	"USP32"	"ubiquitin specific peptidase 32"	""	"NY-REN-60, USP10"	84669	"ENSG00000170832"
"HGNC:43570"	"USP32P1"	"ubiquitin specific peptidase 32 pseudogene 1"	""	""	162632	"ENSG00000188933"
"HGNC:30751"	"USP32P2"	"ubiquitin specific peptidase 32 pseudogene 2"	""	"TL132"	220594	"ENSG00000233327"
"HGNC:43576"	"USP32P3"	"ubiquitin specific peptidase 32 pseudogene 3"	""	""	347716	"ENSG00000189423"
"HGNC:20059"	"USP33"	"ubiquitin specific peptidase 33"	""	"KIAA1097, VDU1"	23032	"ENSG00000077254"
"HGNC:20066"	"USP34"	"ubiquitin specific peptidase 34"	""	"KIAA0570, KIAA0729"	9736	"ENSG00000115464"
"HGNC:55262"	"USP34-DT"	"USP34 divergent transcript"	""	""	105377633	"ENSG00000270820"
"HGNC:20061"	"USP35"	"ubiquitin specific peptidase 35"	""	"KIAA1372"	57558	"ENSG00000118369"
"HGNC:20062"	"USP36"	"ubiquitin specific peptidase 36"	""	"KIAA1453, FLJ12851"	57602	"ENSG00000055483"
"HGNC:20063"	"USP37"	"ubiquitin specific peptidase 37"	""	"KIAA1594"	57695	"ENSG00000135913"
"HGNC:20067"	"USP38"	"ubiquitin specific peptidase 38"	""	"KIAA1891, HP43.8KD"	84640	"ENSG00000170185"
"HGNC:20071"	"USP39"	"ubiquitin specific peptidase 39"	""	"SAD1, CGI-21, SNRNP65"	10713	"ENSG00000168883"
"HGNC:20069"	"USP40"	"ubiquitin specific peptidase 40"	""	"FLJ10785"	55230	"ENSG00000085982"
"HGNC:20070"	"USP41"	"ubiquitin specific peptidase 41"	""	""	373856	"ENSG00000161133"
"HGNC:20068"	"USP42"	"ubiquitin specific peptidase 42"	""	"FLJ12697"	84132	"ENSG00000106346"
"HGNC:20072"	"USP43"	"ubiquitin specific peptidase 43"	""	"FLJ30626"	124739	"ENSG00000154914"
"HGNC:20064"	"USP44"	"ubiquitin specific peptidase 44"	""	"FLJ14528"	84101	"ENSG00000136014"
"HGNC:20080"	"USP45"	"ubiquitin specific peptidase 45"	""	"MGC14793"	85015	"ENSG00000123552"
"HGNC:20075"	"USP46"	"ubiquitin specific peptidase 46"	""	"FLJ12552"	64854	"ENSG00000109189"
"HGNC:43991"	"USP46-DT"	"USP46 divergent transcript"	"USP46-AS1"	""	643783	"ENSG00000248866"
"HGNC:20076"	"USP47"	"ubiquitin specific peptidase 47"	""	""	55031	"ENSG00000170242"
"HGNC:18533"	"USP48"	"ubiquitin specific peptidase 48"	"USP31"	"FLJ23277, FLJ11328, FLJ20103, FLJ23054, MGC14879"	84196	"ENSG00000090686"
"HGNC:20078"	"USP49"	"ubiquitin specific peptidase 49"	""	"MGC20741"	25862	"ENSG00000164663"
"HGNC:20079"	"USP50"	"ubiquitin specific peptidase 50"	""	""	373509	"ENSG00000170236"
"HGNC:23086"	"USP51"	"ubiquitin specific peptidase 51"	""	""	158880	"ENSG00000247746"
"HGNC:29255"	"USP53"	"ubiquitin specific peptidase 53"	""	"KIAA1350"	54532	"ENSG00000145390"
"HGNC:23513"	"USP54"	"ubiquitin specific peptidase 54"	"C10orf29"	"FLJ37318, bA137L10.3, bA137L10.4"	159195	"ENSG00000166348"
"HGNC:20294"	"USPL1"	"ubiquitin specific peptidase like 1"	"C13orf22"	"bA121O19.1, D13S106E"	10208	"ENSG00000132952"
"HGNC:17223"	"UST"	"uronyl 2-sulfotransferase"	""	"2OST"	10090	"ENSG00000111962"
"HGNC:40802"	"UST-AS1"	"UST antisense RNA 1"	""	""	100128176	"ENSG00000227660"
"HGNC:40803"	"UST-AS2"	"UST antisense RNA 2"	""	""	105378047	"ENSG00000236591"
"HGNC:12634"	"UTF1"	"undifferentiated embryonic cell transcription factor 1"	""	""	8433	"ENSG00000171794"
"HGNC:24477"	"UTP3"	"UTP3 small subunit processome component"	""	"FLJ23256, DKFZp761F222, SAS10, CRLZ1"	57050	"ENSG00000132467"
"HGNC:1983"	"UTP4"	"UTP4 small subunit processome component"	"CIRH1A"	"NAIC, FLJ14728, KIAA1988, TEX292, CIRHIN"	84916	"ENSG00000141076"
"HGNC:18279"	"UTP6"	"UTP6 small subunit processome component"	"C17orf40"	"HCA66"	55813	"ENSG00000108651"
"HGNC:24329"	"UTP11"	"UTP11 small subunit processome component"	"UTP11L"	"CGI-94"	51118	"ENSG00000183520"
"HGNC:10665"	"UTP14A"	"UTP14A small subunit processome component"	"SDCCAG16"	"NY-CO-16, Utp14"	10813	"ENSG00000156697"
"HGNC:20321"	"UTP14C"	"UTP14C small subunit processome component"	"KIAA0266"	"2700066J21Rik"	9724	"ENSG00000253797"
"HGNC:25758"	"UTP15"	"UTP15 small subunit processome component"	""	"FLJ12787, NET21, FLJ23637"	84135	"ENSG00000164338"
"HGNC:24274"	"UTP18"	"UTP18 small subunit processome component"	"WDR50"	"CGI-48"	51096	"ENSG00000011260"
"HGNC:17897"	"UTP20"	"UTP20 small subunit processome component"	""	"DRIM, 1A6/DRIM"	27340	"ENSG00000120800"
"HGNC:28224"	"UTP23"	"UTP23 small subunit processome component"	"C8orf53"	"MGC14595"	84294	"ENSG00000147679"
"HGNC:28440"	"UTP25"	"UTP25 small subunit processor component"	"C1orf107, DIEXF"	"MGC29875, DEF"	27042	"ENSG00000117597"
"HGNC:12635"	"UTRN"	"utrophin"	"DMDL"	"DRP, DRP1"	7402	"ENSG00000152818"
"HGNC:12636"	"UTS2"	"urotensin 2"	""	"UII, U-II, UCN2, PRO1068"	10911	"ENSG00000049247"
"HGNC:30894"	"UTS2B"	"urotensin 2B"	"UTS2D"	"URP, U2B"	257313	"ENSG00000188958"
"HGNC:4468"	"UTS2R"	"urotensin 2 receptor"	"GPR14"	""	2837	"ENSG00000181408"
"HGNC:12638"	"UTY"	"ubiquitously transcribed tetratricopeptide repeat containing, Y-linked"	""	"KDM6AL, KDM6C"	7404	"ENSG00000183878"
"HGNC:12640"	"UVRAG"	"UV radiation resistance associated"	""	"VPS38"	7405	"ENSG00000198382"
"HGNC:53952"	"UVRAG-DT"	"UVRAG divergent transcript"	""	"LOC100506113"	100506113	"ENSG00000255507"
"HGNC:29304"	"UVSSA"	"UV stimulated scaffold protein A"	"KIAA1530"	""	57654	"ENSG00000163945"
"HGNC:17729"	"UXS1"	"UDP-glucuronate decarboxylase 1"	""	"FLJ23591, UGD, SDR6E1"	80146	"ENSG00000115652"
"HGNC:12641"	"UXT"	"ubiquitously expressed prefoldin like chaperone"	""	"ART-27, STAP1"	8409	"ENSG00000126756"
"HGNC:49239"	"UXT-AS1"	"UXT antisense RNA 1"	""	""	100133957	"ENSG00000267064"
"HGNC:25507"	"VAC14"	"VAC14 component of PIKFYVE complex"	"TAX1BP2"	"FLJ10305, ArPIKfyve"	55697	"ENSG00000103043"
"HGNC:48605"	"VAC14-AS1"	"VAC14 antisense RNA 1"	""	""	100130894	"ENSG00000214353"
"HGNC:12642"	"VAMP1"	"vesicle associated membrane protein 1"	"SYB1"	"VAMP-1"	6843	"ENSG00000139190"
"HGNC:12643"	"VAMP2"	"vesicle associated membrane protein 2"	"SYB2"	"VAMP-2"	6844	"ENSG00000220205"
"HGNC:12644"	"VAMP3"	"vesicle associated membrane protein 3"	""	"CEB"	9341	"ENSG00000049245"
"HGNC:12645"	"VAMP4"	"vesicle associated membrane protein 4"	""	""	8674	"ENSG00000117533"
"HGNC:12646"	"VAMP5"	"vesicle associated membrane protein 5"	""	""	10791	"ENSG00000168899"
"HGNC:11486"	"VAMP7"	"vesicle associated membrane protein 7"	"SYBL1"	"VAMP-7, TI-VAMP"	6845	"ENSG00000124333"
"HGNC:12647"	"VAMP8"	"vesicle associated membrane protein 8"	""	"EDB"	8673	"ENSG00000118640"
"HGNC:15512"	"VANGL1"	"VANGL planar cell polarity protein 1"	""	"STB2"	81839	"ENSG00000173218"
"HGNC:15511"	"VANGL2"	"VANGL planar cell polarity protein 2"	""	"KIAA1215, LTAP, LPP1, STBM, STB1, STBM1, MGC119403, MGC119404"	57216	"ENSG00000162738"
"HGNC:12648"	"VAPA"	"VAMP associated protein A"	""	"hVAP-33, VAP-A"	9218	"ENSG00000101558"
"HGNC:12649"	"VAPB"	"VAMP associated protein B and C"	""	"VAP-B, VAP-C, ALS8"	9217	"ENSG00000124164"
"HGNC:12651"	"VARS1"	"valyl-tRNA synthetase 1"	"VARS2, VARS"	""	7407	"ENSG00000204394"
"HGNC:21642"	"VARS2"	"valyl-tRNA synthetase 2, mitochondrial"	"VARS2L, VARSL"	"DKFZP434L1435, KIAA1885, G7a"	57176	"ENSG00000137411"
"HGNC:19964"	"VASH1"	"vasohibin 1"	"KIAA1036"	""	22846	"ENSG00000071246"
"HGNC:53215"	"VASH1-AS1"	"VASH1 antisense RNA 1"	""	""	100506603	"ENSG00000258301"
"HGNC:25723"	"VASH2"	"vasohibin 2"	""	"FLJ12505"	79805	"ENSG00000143494"
"HGNC:18517"	"VASN"	"vasorin"	"SLITL2"	""	114990	"ENSG00000168140"
"HGNC:12652"	"VASP"	"vasodilator stimulated phosphoprotein"	""	""	7408	"ENSG00000125753"
"HGNC:16919"	"VAT1"	"vesicle amine transport 1"	""	"VATI, FLJ20230"	10493	"ENSG00000108828"
"HGNC:29315"	"VAT1L"	"vesicle amine transport 1 like"	""	"KIAA1576"	57687	"ENSG00000171724"
"HGNC:12657"	"VAV1"	"vav guanine nucleotide exchange factor 1"	"VAV"	""	7409	"ENSG00000141968"
"HGNC:12658"	"VAV2"	"vav guanine nucleotide exchange factor 2"	""	""	7410	"ENSG00000160293"
"HGNC:12659"	"VAV3"	"vav guanine nucleotide exchange factor 3"	""	""	10451	"ENSG00000134215"
"HGNC:12660"	"VAX1"	"ventral anterior homeobox 1"	""	""	11023	"ENSG00000148704"
"HGNC:12661"	"VAX2"	"ventral anterior homeobox 2"	""	"DRES93"	25806	"ENSG00000116035"
"HGNC:12662"	"VBP1"	"VHL binding protein 1"	""	"PFD3, PFDN3"	7411	"ENSG00000155959"
"HGNC:12663"	"VCAM1"	"vascular cell adhesion molecule 1"	""	"CD106"	7412	"ENSG00000162692"
"HGNC:2464"	"VCAN"	"versican"	"CSPG2"	"PG-M"	1462	"ENSG00000038427"
"HGNC:40163"	"VCAN-AS1"	"VCAN antisense RNA 1"	""	""	105379054	"ENSG00000249835"
"HGNC:12665"	"VCL"	"vinculin"	""	""	7414	"ENSG00000035403"
"HGNC:12666"	"VCP"	"valosin containing protein"	""	"IBMPFD, p97, CDC48, TERA"	7415	"ENSG00000165280"
"HGNC:30897"	"VCPIP1"	"valosin containing protein interacting protein 1"	""	"VCIP135, KIAA1850, FLJ23132, DUBA3"	80124	"ENSG00000175073"
"HGNC:20352"	"VCPKMT"	"valosin containing protein lysine methyltransferase"	"C14orf138, METTL21D"	"VCP-KMT"	79609	"ENSG00000100483"
"HGNC:12667"	"VCX"	"variable charge X-linked"	""	"VCX1, VCX10R, VCX-10r, VCX-B1"	26609	"ENSG00000182583"
"HGNC:18158"	"VCX2"	"variable charge X-linked 2"	""	"VCX-2r, VCX-2R"	51480	"ENSG00000177504"
"HGNC:18159"	"VCX3A"	"variable charge X-linked 3A"	"VCX3"	"VCX-8r, VCX-8R, VCX-A"	51481	"ENSG00000169059"
"HGNC:12668"	"VCY"	"variable charge Y-linked"	""	"BPY1, VCY1A, VCY1"	9084	"ENSG00000129864"
"HGNC:31751"	"VCY1B"	"variable charge Y-linked 1B"	""	"BPY1B"	353513	"ENSG00000129862"
"HGNC:12669"	"VDAC1"	"voltage dependent anion channel 1"	""	"MGC111064, PORIN"	7416	"ENSG00000213585"
"HGNC:12671"	"VDAC1P1"	"voltage dependent anion channel 1 pseudogene 1"	"VDAC1P"	""	642585	"ENSG00000073905"
"HGNC:12670"	"VDAC1P2"	"voltage dependent anion channel 1 pseudogene 2"	"VDAC1LP"	""	10064	"ENSG00000213856"
"HGNC:37478"	"VDAC1P3"	"voltage dependent anion channel 1 pseudogene 3"	""	""	100310838	"ENSG00000234702"
"HGNC:12675"	"VDAC1P4"	"voltage dependent anion channel 1 pseudogene 4"	"VDAC4, VDAC4P"	""	7418	"ENSG00000235060"
"HGNC:12676"	"VDAC1P5"	"voltage dependent anion channel 1 pseudogene 5"	"VDAC3, VDAC5P"	""	10187	"ENSG00000270858"
"HGNC:37481"	"VDAC1P6"	"voltage dependent anion channel 1 pseudogene 6"	""	""	359800	"ENSG00000231341"
"HGNC:37482"	"VDAC1P7"	"voltage dependent anion channel 1 pseudogene 7"	""	""	100310839	"ENSG00000213450"
"HGNC:37483"	"VDAC1P8"	"voltage dependent anion channel 1 pseudogene 8"	""	""	100310840	"ENSG00000229036"
"HGNC:37484"	"VDAC1P9"	"voltage dependent anion channel 1 pseudogene 9"	""	""	391106	"ENSG00000232366"
"HGNC:37479"	"VDAC1P10"	"voltage dependent anion channel 1 pseudogene 10"	""	""	643536	"ENSG00000232809"
"HGNC:37480"	"VDAC1P11"	"voltage dependent anion channel 1 pseudogene 11"	""	""	100310841	"ENSG00000237679"
"HGNC:39680"	"VDAC1P12"	"voltage dependent anion channel 1 pseudogene 12"	""	""	100874289	"ENSG00000227254"
"HGNC:50515"	"VDAC1P13"	"voltage dependent anion channel 1 pseudogene 13"	""	""	100420568	"ENSG00000232526"
"HGNC:12672"	"VDAC2"	"voltage dependent anion channel 2"	""	""	7417	"ENSG00000165637"
"HGNC:12673"	"VDAC2P1"	"VDAC2 pseudogene 1"	"VDAC2P"	""	54015	"ENSG00000214976"
"HGNC:32693"	"VDAC2P2"	"VDAC2 pseudogene 2"	""	""	643996	"ENSG00000255776"
"HGNC:51931"	"VDAC2P3"	"VDAC2 pseudogene 3"	""	""	401959	"ENSG00000213262"
"HGNC:51932"	"VDAC2P4"	"VDAC2 pseudogene 4"	""	""	100420574	"ENSG00000234682"
"HGNC:54753"	"VDAC2P5"	"VDAC2 pseudogene 5"	""	""	729317	"ENSG00000172974"
"HGNC:12674"	"VDAC3"	"voltage dependent anion channel 3"	""	"HD-VDAC3"	7419	"ENSG00000078668"
"HGNC:20722"	"VDAC3P1"	"voltage dependent anion channel 3 pseudogene 1"	"VDAC3P"	""	341965	"ENSG00000271198"
"HGNC:12679"	"VDR"	"vitamin D receptor"	""	"NR1I1, PPP1R163"	7421	"ENSG00000111424"
"HGNC:12680"	"VEGFA"	"vascular endothelial growth factor A"	"VEGF"	"VEGF-A, VPF"	7422	"ENSG00000112715"
"HGNC:12681"	"VEGFB"	"vascular endothelial growth factor B"	"VRF"	"VEGFL"	7423	"ENSG00000173511"
"HGNC:12682"	"VEGFC"	"vascular endothelial growth factor C"	""	"VRP, VEGF-C"	7424	"ENSG00000150630"
"HGNC:3708"	"VEGFD"	"vascular endothelial growth factor D"	"FIGF"	"VEGF-D"	2277	"ENSG00000165197"
"HGNC:13639"	"VENTX"	"VENT homeobox"	"VENTX2"	"HPX42B"	27287	"ENSG00000151650"
"HGNC:30900"	"VENTXP1"	"VENT homeobox pseudogene 1"	""	"NA88A, CT18"	139538	"ENSG00000259849"
"HGNC:30901"	"VENTXP2"	"VENT homeobox pseudogene 2"	""	""	100287345	"ENSG00000215037"
"HGNC:30902"	"VENTXP3"	"VENT homeobox pseudogene 3"	""	""	349814	"ENSG00000257364"
"HGNC:30903"	"VENTXP4"	"VENT homeobox pseudogene 4"	""	""	152101	"ENSG00000230465"
"HGNC:32214"	"VENTXP5"	"VENT homeobox pseudogene 5"	""	""	442384	"ENSG00000253569"
"HGNC:32216"	"VENTXP6"	"VENT homeobox pseudogene 6"	""	""	552879	"ENSG00000254105"
"HGNC:13638"	"VENTXP7"	"VENT homeobox pseudogene 7"	"VENTX1"	"HPX42"	391518	"ENSG00000236380"
"HGNC:54910"	"VENTXP8"	"VENTX pseudogene 8"	""	""	100421110	"ENSG00000230265"
"HGNC:25735"	"VEPH1"	"ventricular zone expressed PH domain containing 1"	""	"FLJ12604, KIAA1692"	79674	"ENSG00000197415"
"HGNC:12949"	"VEZF1"	"vascular endothelial zinc finger 1"	"ZNF161"	"DB1"	7716	"ENSG00000136451"
"HGNC:32320"	"VEZF1P1"	"vascular endothelial zinc finger 1 pseudogene 1"	"ZNF161L1, VEZF1L1"	""	647319	"ENSG00000236229"
"HGNC:18258"	"VEZT"	"vezatin, adherens junctions transmembrane protein"	""	"DKFZP761C241"	55591	"ENSG00000028203"
"HGNC:54949"	"VEZTP1"	"VEZT pseudogene 1"	""	""	100113397	"ENSG00000224072"
"HGNC:12684"	"VGF"	"VGF nerve growth factor inducible"	""	"SCG7, SgVII"	7425	"ENSG00000128564"
"HGNC:20985"	"VGLL1"	"vestigial like family member 1"	""	"TONDU, TDU"	51442	"ENSG00000102243"
"HGNC:20232"	"VGLL2"	"vestigial like family member 2"	""	""	245806	"ENSG00000170162"
"HGNC:24327"	"VGLL3"	"vestigial like family member 3"	""	"VGL-3"	389136	"ENSG00000206538"
"HGNC:28966"	"VGLL4"	"vestigial like family member 4"	""	"KIAA0121"	9686	"ENSG00000144560"
"HGNC:12687"	"VHL"	"von Hippel-Lindau tumor suppressor"	""	"VHL1"	7428	"ENSG00000134086"
"HGNC:30666"	"VHLL"	"VHL like"	"VHLP"	"VLP"	391104	"ENSG00000189030"
"HGNC:12690"	"VIL1"	"villin 1"	"VIL"	"D2S1471"	7429	"ENSG00000127831"
"HGNC:30906"	"VILL"	"villin like"	""	""	50853	"ENSG00000136059"
"HGNC:12692"	"VIM"	"vimentin"	""	""	7431	"ENSG00000026025"
"HGNC:44879"	"VIM-AS1"	"VIM antisense RNA 1"	""	""	100507347	"ENSG00000229124"
"HGNC:43891"	"VIM2P"	"vimentin 2, pseudogene"	"VIMP1"	"lncRNA-CIR, RP11-162L10.1, VIM2"	100130535	"ENSG00000220548"
"HGNC:12693"	"VIP"	"vasoactive intestinal peptide"	""	""	7432	"ENSG00000146469"
"HGNC:20347"	"VIPAS39"	"VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog"	"C14orf133"	"VIPAR, VPS16B, SPE-39, SPE39, hSPE-39"	63894	"ENSG00000151445"
"HGNC:12694"	"VIPR1"	"vasoactive intestinal peptide receptor 1"	""	"VPAC1, RDC1, HVR1, VPAC1R"	7433	"ENSG00000114812"
